읍면동명,영유아 및 어린이,10대,20대,30대,40대,50대,60대,70대,80대 이상
동선동4가,0.0,9.722222222222223,18.055555555555554,12.5,13.88888888888889,10.416666666666668,11.805555555555555,13.194444444444445,10.416666666666668
동선동5가,2.666666666666667,5.333333333333334,16.0,10.666666666666668,6.666666666666667,6.666666666666667,14.666666666666666,25.333333333333336,12.0
동소문동1가,3.125,4.6875,18.75,6.25,18.75,14.0625,6.25,10.9375,17.1875
동소문동2가,0.0,3.4482758620689653,17.24137931034483,1.7241379310344827,22.413793103448278,18.96551724137931,18.96551724137931,6.896551724137931,10.344827586206897
동소문동3가,1.9230769230769231,1.9230769230769231,11.538461538461538,7.6923076923076925,19.230769230769234,15.384615384615385,19.230769230769234,17.307692307692307,5.769230769230769
동소문동4가,2.2988505747126435,4.597701149425287,14.942528735632186,2.2988505747126435,11.494252873563218,11.494252873563218,10.344827586206897,27.586206896551722,14.942528735632186
동소문동5가,0.0,7.142857142857142,24.6031746031746,6.349206349206349,7.936507936507936,11.11111111111111,11.11111111111111,19.841269841269842,11.904761904761903
동소문동6가,0.0,8.24742268041237,24.742268041237114,10.309278350515463,10.309278350515463,4.123711340206185,10.309278350515463,19.587628865979383,12.371134020618557
동소문동7가,5.555555555555555,6.944444444444445,5.555555555555555,13.88888888888889,5.555555555555555,12.5,9.722222222222223,13.88888888888889,26.38888888888889
동숭동,0.0,10.616438356164384,21.575342465753426,10.616438356164384,10.616438356164384,14.383561643835616,11.643835616438356,10.273972602739725,10.273972602739725
동자동,0.267379679144385,2.5401069518716577,8.02139037433155,9.358288770053475,14.83957219251337,24.197860962566846,22.593582887700535,14.037433155080215,4.144385026737968
동작동,2.7874564459930316,7.317073170731707,16.72473867595819,14.634146341463413,9.40766550522648,12.543554006968641,13.588850174216027,14.634146341463413,8.362369337979095
둔촌동,2.5442477876106198,4.20353982300885,6.415929203539823,8.738938053097344,11.504424778761061,12.5,18.36283185840708,19.02654867256637,16.70353982300885
등촌동,2.317788327282882,3.825746998045239,10.025132644512706,9.690030717676628,8.628874616029043,13.12482546774644,16.36414409382854,17.31359955319743,18.709857581681096
마곡동,6.070143884892086,7.823741007194244,18.794964028776977,14.748201438848922,14.073741007194245,11.510791366906476,11.91546762589928,8.902877697841728,6.160071942446043
마장동,2.251184834123223,3.4360189573459716,10.189573459715639,9.123222748815166,9.95260663507109,16.113744075829384,15.165876777251185,17.535545023696685,16.23222748815166
마천동,1.6831683168316833,3.415841584158416,8.316831683168317,5.396039603960396,9.653465346534654,18.217821782178216,22.128712871287128,16.03960396039604,15.148514851485148
마포동,0.7633587786259541,7.633587786259542,22.900763358778626,9.923664122137405,13.740458015267176,12.977099236641221,12.213740458015266,10.687022900763358,9.16030534351145
만리동1가,1.694915254237288,5.084745762711865,15.254237288135593,10.16949152542373,6.779661016949152,22.033898305084744,20.33898305084746,10.16949152542373,8.47457627118644
만리동2가,6.741573033707865,3.3707865168539324,12.359550561797752,15.730337078651685,8.98876404494382,14.606741573033707,13.48314606741573,15.730337078651685,8.98876404494382
망우동,1.8162005085361426,3.378132945877225,6.683617871413004,6.138757718852162,8.754086451144207,21.031601888848527,20.81365782782419,17.653468942971305,13.730475844533235
망원동,2.5851197982345524,3.720050441361917,14.627994955863807,11.727616645649434,8.32282471626734,11.790668348045397,14.312736443883987,18.41109709962169,14.50189155107188
면목동,2.2719896137617654,2.7426160337552745,8.049334631613112,8.000649139889646,10.56475170399221,18.776371308016877,17.672833495618306,18.208373904576437,13.71308016877637
명동1가,0.0,2.0408163265306123,20.408163265306122,24.489795918367346,14.285714285714285,22.448979591836736,10.204081632653061,6.122448979591836,0.0
명동2가,1.5384615384615385,10.76923076923077,12.307692307692308,9.230769230769232,18.461538461538463,23.076923076923077,9.230769230769232,10.76923076923077,4.615384615384616
명륜1가,0.6211180124223602,12.422360248447205,14.906832298136646,3.7267080745341614,6.832298136645963,14.285714285714285,9.937888198757763,11.801242236024844,25.465838509316768
명륜2가,1.5873015873015872,10.317460317460316,24.6031746031746,7.142857142857142,5.555555555555555,8.73015873015873,17.46031746031746,11.11111111111111,13.492063492063492
명륜3가,0.5128205128205128,5.128205128205128,20.51282051282051,5.128205128205128,6.666666666666667,11.794871794871794,12.82051282051282,20.0,17.435897435897434
명륜4가,0.0,14.85148514851485,30.693069306930692,6.9306930693069315,11.881188118811881,12.871287128712872,6.9306930693069315,11.881188118811881,3.9603960396039604
명일동,3.114754098360656,5.163934426229509,9.672131147540984,8.688524590163935,9.754098360655737,11.721311475409836,19.918032786885245,17.78688524590164,14.18032786885246
목동,4.920599418474614,6.933571907850593,10.377991500782823,9.3938716170879,11.093715052560949,15.231491836278238,14.873630060389175,13.732945649742787,13.442182956832923
묘동,0.5263157894736842,5.7894736842105265,17.894736842105264,8.421052631578947,13.684210526315791,15.263157894736842,17.894736842105264,11.052631578947368,9.473684210526317
무교동,0.0,0.0,15.151515151515152,24.242424242424242,33.33333333333333,18.181818181818183,6.0606060606060606,3.0303030303030303,0.0
무악동,3.5143769968051117,5.7507987220447285,5.111821086261981,8.626198083067091,9.584664536741213,18.849840255591054,15.335463258785943,15.654952076677317,17.57188498402556
무학동,0.0,8.823529411764707,15.686274509803921,20.588235294117645,11.76470588235294,29.411764705882355,7.8431372549019605,4.901960784313726,0.9803921568627451
묵동,3.0005173305742368,3.2591826176927055,7.9151577858251425,8.225556130367305,8.691153647180547,15.312984997413349,18.520434557682357,20.33109156751164,14.743921365752716
묵정동,3.0303030303030303,3.0303030303030303,18.181818181818183,12.121212121212121,3.0303030303030303,18.181818181818183,15.151515151515152,6.0606060606060606,21.21212121212121
문래동1가,4.285714285714286,1.4285714285714286,8.571428571428571,11.428571428571429,11.428571428571429,22.857142857142858,25.71428571428571,12.857142857142856,1.4285714285714286
문래동2가,1.5151515151515151,1.5151515151515151,18.181818181818183,18.181818181818183,4.545454545454546,18.181818181818183,16.666666666666664,12.121212121212121,9.090909090909092
문래동3가,2.5225225225225225,3.2432432432432434,10.09009009009009,12.972972972972974,14.234234234234233,13.333333333333334,14.054054054054054,12.072072072072073,17.47747747747748
문래동4가,5.88235294117647,0.0,0.0,17.647058823529413,7.8431372549019605,15.686274509803921,17.647058823529413,23.52941176470588,11.76470588235294
문래동5가,2.5210084033613445,4.201680672268908,9.243697478991598,12.605042016806722,9.243697478991598,15.966386554621847,17.647058823529413,15.966386554621847,12.605042016806722
문래동6가,10.045662100456621,5.47945205479452,7.30593607305936,16.894977168949772,12.785388127853881,10.50228310502283,12.32876712328767,12.785388127853881,11.87214611872146
문배동,9.70873786407767,0.9708737864077669,15.53398058252427,17.475728155339805,9.70873786407767,18.446601941747574,16.50485436893204,6.796116504854369,4.854368932038835
문정동,2.772073921971253,4.1067761806981515,15.708418891170432,16.170431211498972,9.958932238193018,13.963039014373715,14.579055441478438,10.574948665297741,12.166324435318275
미근동,1.0638297872340425,3.1914893617021276,12.76595744680851,28.723404255319153,9.574468085106384,22.340425531914892,8.51063829787234,5.319148936170213,8.51063829787234
미아동,2.150197628458498,3.7312252964426875,8.442687747035574,7.399209486166009,9.73913043478261,17.043478260869566,18.3399209486166,19.699604743083004,13.454545454545455
반포동,3.0155979202772967,8.145580589254767,18.717504332755635,12.097053726169845,12.65164644714038,12.85961871750433,12.374350086655113,12.65164644714038,7.487001733102253
방배동,2.7303754266211606,4.560968042196711,12.907229289481851,9.95966490847037,10.983555693453305,14.05522804840211,14.675767918088736,15.327334781259697,14.799875892026062
방산동,0.0,3.8461538461538463,7.6923076923076925,7.6923076923076925,7.6923076923076925,26.923076923076923,23.076923076923077,7.6923076923076925,15.384615384615385
방이동,3.230616302186879,6.759443339960239,15.25844930417495,12.872763419483102,11.133200795228628,13.021868787276341,15.159045725646122,11.679920477137177,10.884691848906561
방학동,1.9574468085106382,3.9148936170212765,7.4326241134751765,6.411347517730497,10.184397163120568,16.141843971631207,18.439716312056735,17.27659574468085,18.24113475177305
방화동,2.819548872180451,3.3834586466165413,7.612781954887218,6.829573934837092,8.364661654135338,15.726817042606516,20.958646616541355,17.982456140350877,16.32205513784461
번동,2.005640864932623,3.3845189595738012,8.649326230021936,7.6778439360701976,9.589470385459103,15.16765904105296,17.737386399247885,21.278596051394548,14.509558132246944
보광동,1.7361111111111112,2.7777777777777777,10.069444444444445,9.54861111111111,10.9375,16.493055555555554,14.23611111111111,18.055555555555554,16.145833333333336
보문동1가,2.127659574468085,2.127659574468085,19.148936170212767,10.638297872340425,21.27659574468085,17.02127659574468,14.893617021276595,8.51063829787234,4.25531914893617
보문동2가,0.0,6.8181818181818175,22.727272727272727,7.954545454545454,4.545454545454546,19.318181818181817,13.636363636363635,18.181818181818183,6.8181818181818175
보문동3가,3.6585365853658534,4.878048780487805,10.975609756097562,6.097560975609756,14.634146341463413,8.536585365853659,19.51219512195122,23.170731707317074,8.536585365853659
보문동4가,0.0,9.615384615384617,11.538461538461538,9.615384615384617,7.6923076923076925,11.538461538461538,17.307692307692307,15.384615384615385,17.307692307692307
보문동5가,1.0204081632653061,0.0,11.224489795918368,5.1020408163265305,12.244897959183673,15.306122448979592,29.591836734693878,13.26530612244898,12.244897959183673
보문동6가,4.545454545454546,1.2987012987012987,7.142857142857142,9.090909090909092,7.792207792207792,15.584415584415584,18.181818181818183,22.727272727272727,13.636363636363635
보문동7가,1.0204081632653061,4.081632653061225,12.244897959183673,6.122448979591836,5.1020408163265305,17.346938775510203,12.244897959183673,22.448979591836736,19.387755102040817
본동,2.722772277227723,5.445544554455446,10.643564356435643,10.14851485148515,7.920792079207921,12.376237623762377,14.85148514851485,12.871287128712872,23.01980198019802
봉래동1가,0.0,4.0,8.0,8.0,4.0,52.0,16.0,0.0,8.0
봉래동2가,0.267379679144385,1.3368983957219251,3.4759358288770055,11.497326203208557,26.203208556149733,24.598930481283425,22.192513368983956,6.417112299465241,4.010695187165775
봉원동,0.0,0.0,4.0,4.0,4.0,20.0,24.0,20.0,24.0
봉익동,0.0,0.0,12.121212121212121,3.0303030303030303,12.121212121212121,18.181818181818183,39.39393939393939,15.151515151515152,0.0
봉천동,2.086802086802087,4.284604284604285,15.573315573315574,9.557109557109557,8.86890886890887,12.72061272061272,15.35131535131535,17.42701742701743,14.130314130314131
부암동,1.8867924528301887,3.1446540880503147,10.69182389937107,15.723270440251572,12.578616352201259,12.578616352201259,10.69182389937107,15.723270440251572,16.9811320754717
북가좌동,2.919290211791643,3.1482541499713794,9.215798511734402,7.384087006296508,10.933028048082427,14.195764167143674,17.401259301659987,19.805380652547225,14.997137950772753
북아현동,3.324348607367475,6.109613656783468,9.523809523809524,9.074573225516621,8.984725965858042,17.78975741239892,15.633423180592992,14.375561545372866,15.184186882300091
북창동,1.8181818181818181,7.2727272727272725,29.6969696969697,17.575757575757574,16.969696969696972,11.515151515151516,11.515151515151516,3.0303030303030303,0.6060606060606061
불광동,2.3446658851113718,2.8917545916373584,7.307542008597108,7.073075420085971,7.698319656115671,14.302461899179367,18.48378272762798,20.320437670965223,19.577960140679952
사간동,0.0,0.0,25.0,8.333333333333332,25.0,0.0,33.33333333333333,0.0,8.333333333333332
사근동,2.2222222222222223,12.777777777777777,18.88888888888889,4.722222222222222,7.777777777777778,14.166666666666666,12.222222222222221,16.11111111111111,11.11111111111111
사당동,2.533070644525753,3.77146073740501,12.637207993245145,8.725021108922038,10.10413734871939,13.003095975232199,17.73149451168027,16.324233042499298,15.170278637770899
사직동,2.2900763358778624,3.816793893129771,10.687022900763358,10.687022900763358,6.106870229007633,11.450381679389313,18.3206106870229,13.740458015267176,22.900763358778626
산림동,0.0,0.0,9.523809523809524,4.761904761904762,9.523809523809524,28.57142857142857,28.57142857142857,14.285714285714285,4.761904761904762
산천동,0.8403361344537815,0.8403361344537815,5.042016806722689,10.92436974789916,6.722689075630252,15.126050420168067,11.76470588235294,17.647058823529413,31.092436974789916
